#EASTERN RELIGIONS STUFF ;;;;;;;;;;;;;;x
visited_buddhist_temple;Recently Visited a Buddhist Temple;Visite récente d'un temple bouddhiste;;;;;;;;;;;;x
compassionate_loving_kindness_buddhist;Full of Compassion and Loving-Kindness;Plein de compassion et bonté;;;;;;;;;;;;x
compassionate_loving_kindness_buddhist_desc;This Buddhist ruler is known for his or her kindness, an important virtue in Buddhism.;Ce souverain bouddhiste est connu pour sa bonté, une vertu importante dans le Bouddhisme.;;;;;;;;;;;;x
not_compassionate_loving_kindness_buddhist;Has no Compassion and Loving-Kindness;N'a aucune compassion et bonté;;;;;;;;;;;;x
not_compassionate_loving_kindness_buddhist_desc;This Buddhist ruler is known for his or her lack of kindness, an important virtue in Buddhism.;Ce souverain bouddhiste est connu pour son manque de gentillesse, une vertu importante dans le Bouddhisme.;;;;;;;;;;;;x
buddhist_temperance;Buddhist Moderation;Modération bouddhiste;;;;;;;;;;;;x
buddhist_temperance_desc;This Buddhist ruler is temperate in his or her wants and needs, an important virtue in Buddhism.;Ce souverain bouddhiste est tempéré dans ce qu'il veut et ses besoins, une vertu importante dans le Bouddhisme.;;;;;;;;;;;;x
buddhist_gluttony;Lack of Moderation;Manque de modération;;;;;;;;;;;;x
buddhist_gluttony_desc;This Buddhist ruler constantly desires and craves luxurious things, a vice in Buddhism. ;Ce souverain bouddhiste désire constamment des choses luxueuses, un vice dans le Bouddhisme.;;;;;;;;;;;;x
buddhist_zeal;Zealous Buddhist;Bouddhiste zélé;;;;;;;;;;;;x
buddhist_zeal_desc;Zealous Buddhists try to comply with the Buddhist virtues, the Brahmavihara - loving-kindness, compassion, joy in others' happiness, and equanimity.;Les bouddhistes zélés essaient de se conformer aux vertus bouddhistes, le Brahmavihara - la bonté, la compassion, la joie dans le bonheur des autres et l'équanimité.;;;;;;;;;;;;x
buddhist_cynicism;Cynical Buddhist;Bouddhiste cynique;;;;;;;;;;;;x
buddhist_cynicism_desc;Cynicism about religious affairs is not necessarily disapproved by all Buddhists. The Buddha himself argued that one must approach all teachings with a skeptical mind, and many Buddhist masters wholly disapproved of the religious aspects of their traditions.;Le cynisme sur les affaires religieuses n'est pas nécessairement désapprouvé par tous les bouddhistes. Le Bouddha lui-même a soutenu qu'il fallait aborder tous les enseignements avec un esprit sceptique, et de nombreux maîtres bouddhistes ont totalement désapprouvé les aspects religieux de leurs traditions.;;;;;;;;;;;;x
buddhist.1.desc;To show your devotion to the Dharma and Sangha, or the Buddhist doctrine and community, respectively, you’ve decided to visit one of the major temples in your region. Entering the temple, you observe various routines, such as lighting incense, saying prayers, and engaging in a bit of meditation.;Pour montrer votre dévouement au Dharma et à la Sangha, ou à la doctrine et à la communauté bouddhiste, vous avez décidé de visiter l'un des principaux temples de votre région. En entrant dans le temple, vous observez diverses routines, comme l'encens de l'éclairage, les prières et la méditation.;;;;;;;;;;;;x
buddhist.1.a;Hopefully, I’ll cultivate good merit for this!;J'espère que je cultiverai un bon mérite pour cela !;;;;;;;;;;;;x
buddhist.12.desc;Your devotion to the Middle Way has earned you much praise and respect throughout the world. Buddhists around the world are proclaiming you a so-called “Dharma-King,” a protector and propagator of the Buddhist faith and a devout and compassionate practitioner who has dedicated [Root.GetHerHis] life for the benefit of all sentient beings. Whether you can continue upholding such ideals is another matter, but what is certain is that you will forever live on in the annals of history as one of the great Buddhist lords, akin to the noble monarchs of old such as Ashoka or Menander.;Votre dévouement envers la voie du milieu vous a valu beaucoup d'éloges et de respect dans le monde entier. Les bouddhistes du monde entier vous proclament le "Roi-Dharma", un protecteur et propagateur de la foi bouddhiste et un pratiquant dévot et compatissant qui a dédié sa vie au bénéfice de tous les êtres. Que vous puissiez continuer à défendre de tels idéaux est une autre question, mais ce qui est certain, c'est que vous allez vivre dans les annales de l'histoire comme l'un des grands seigneurs bouddhistes, semblables aux nobles monarques anciens, comme Ashoka ou Menander.;;;;;;;;;;;;x
buddhist.12.name;The Dharma King;Le Roi-Dharma;;;;;;;;;;;;x
buddhist.12.a;I will do my best to protect the Buddha, Dharma, and Sangha.;Je ferai de mon mieux pour protéger le Bouddha, le Dharma et la Sangha.;;;;;;;;;;;;x
aggressive_buddhist;Aggressive Buddhist;Bouddhiste agressif;;;;;;;;;;;;x
aggressive_buddhist_desc;This ruler is engaged in a war of aggression, which may upset some of his or her Buddhist subjects.;Ce souverain s'engage dans une guerre d'agression qui peut bouleverser certains de ses sujets bouddhistes.;;;;;;;;;;;;x
nick_dharma_king;the Dharma King;Le Roi-Dharma;;;;;;;;;;;;x
title_saintly_monk;Saintly Monk;Saint Moine;;;;;;;;;;;;x
title_saintly_monk_desc;"Saintly Monk" is a title given to a Buddhist Bhikkhu, or Monk, in recognition of his immense wisdom and great compassion.;"Saint Moine" est un titre donné à un bouddhiste Bhikkhu, ou un Moine, en reconnaissance de son immense sagesse et de sa grande compassion.;;;;;;;;;;;;x
title_saintly_nun;Saintly Nun;Sainte Nonne;;;;;;;;;;;;x
title_saintly_nun_desc;"Saintly Nun" is a title given to a Buddhist Bhikkhuni, or Nun, in recognition of her immense wisdom and great compassion.;"Sainte Nonne" est un titre donné à un bouddhiste Bhikkhuni, ou une Nonne, en reconnaissance de son immense sagesse et de sa grande compassion.;;;;;;;;;;;;x
#Dedicating Holy Site ;;;;;;;;;;;;;;x
building_buddhist_holy_site;Currently Building a Buddhist Holy Site;Construction en cours d'un site sacré Bouddhiste;;;;;;;;;;;;x
built_buddhist_stupa;Built a Stupa;Construire un Stupa;;;;;;;;;;;;x
built_buddhist_temple;Built a Temple;Construire un temple;;;;;;;;;;;;x
built_buddhist_monastery;Built a Monastery;Construire un monastère;;;;;;;;;;;;x
visit_buddhist_temple;Visit a Buddhist Temple;Visiter un temple Bouddhiste;;;;;;;;;;;;x
visit_buddhist_temple_desc;Pay a visit to one of the local, powerful temples of your realm.;Visitez l'un des temples locaux de votre royaume.;;;;;;;;;;;;x
#visited_buddhist_temple;Recently Visited a Temple;A visité récemment un temple;;;;;;;;;;;;x
visited_buddhist_temple_desc;This Buddhist ruler recently visited a Buddhist temple, where he/she participated in various religious practices.;Ce souverain bouddhiste a récemment visité un temple bouddhiste où il a participé à diverses pratiques religieuses.;;;;;;;;;;;;x
dedicate_holy_site;Dedicate a Buddhist Holy Site;Dédier un site sacré Bouddhiste;;;;;;;;;;;;x
dedicate_holy_site_desc;Initiate construction of either a Stupa, Temple, or Monastery in order to bring yourself much karmic merit.;Initiez la construction d'un Stupa, d'un temple ou d'un monastère afin de vous apporter beaucoup de mérite karmique.;;;;;;;;;;;;x
buddhist.13.desc;In the past, Buddhist lords have often erected stupas, temples, or monasteries in order to help all sentient beings and increase their own merit. I will do likewise. Having gathered all the necessary resources and men, I will order the construction of a...;Dans le passé, les seigneurs bouddhistes ont souvent érigé des stupas, des temples ou des monastères afin d'aider tous les êtres et d'augmenter leur propre mérite. Je ferai de même. Après avoir recueilli toutes les ressources et les hommes nécessaires, je vais commander la construction d'un ...;;;;;;;;;;;;x
buddhist.13.a;Stupa;Stupa;;;;;;;;;;;;x
buddhist.13.b;Temple;Temple;;;;;;;;;;;;x
buddhist.13.c;Monastery;Monastère;;;;;;;;;;;;x
buddhist.14.desc;A stupa is often used to house the blessed relics of a great monk or spiritual teacher. The monks have identified the relics of one such holy man who once lived nearby, and his relics will be stored in this stupa.;Un stupa est souvent utilisé pour loger les reliques bénies d'un grand moine ou d'un professeur spirituel. Les moines ont identifié les reliques d'un tel saint homme qui habitait à proximité, et ses reliques seront stockées dans ce stupa.;;;;;;;;;;;;x
buddhist.14.a;Now, we simply wait for construction to finish.;Maintenant, nous attendons simplement la fin de la construction.;;;;;;;;;;;;x
buddhist.15.tooltip;Construction of the stupa begins;La construction de la stupa commence;;;;;;;;;;;;x
buddhist.15.desc;My stupa has finished construction! It is most auspicious that the holy relics can be stored in a good place like this in my own realm. I am glad to have been able to dedicate this stupa.;Mon stupa a fini sa construction ! Il est propice que les reliques saintes puissent être stockées dans un bon endroit comme celui-ci dans mon propre domaine. Je suis heureux d'avoir pu dédier ce stupa.;;;;;;;;;;;;x
buddhist.15.a;I certainly gained a lot of karmic merit for this, too.;J'ai également gagné beaucoup de mérite karma pour cela.;;;;;;;;;;;;x
buddhist.16.desc;Buddhist temples are important to ensure that monastics and laypeople alike can continue practicing the Dharma and cultivate merit. I have found an excellent location for a new temple, and construction has just begun.;Les temples bouddhistes sont importants pour s'assurer que les monastiques et les laïcs peuvent continuer à pratiquer le Dharma et cultiver le mérite. J'ai trouvé un excellent emplacement pour un nouveau temple, et la construction vient de commencer.;;;;;;;;;;;;x
buddhist.16.a;We must now wait for it to be completed.;Nous devons maintenant attendre qu'il soit terminé.;;;;;;;;;;;;x
buddhist.17.tooltip;Construction of the temple begins;La construction du temple commence;;;;;;;;;;;;x
buddhist.17.desc;My temple has finally finished construction. How inspiring it is to see the Buddha statue that adorns the main hall! Many will benefit from this temple, which will serve as a spiritual center for the local monks and laypeople.;La construction de mon temple est finalement terminé. Quelle inspiration que devoir la statue de Bouddha qui orne la salle principale ! Beaucoup bénéficieront de ce temple, qui servira de centre spirituel pour les moines et les laïcs locaux.;;;;;;;;;;;;x
buddhist.17.a;I certainly gained a lot of karmic merit for this, too.;J'ai également gagné beaucoup de mérite karma pour cela.;;;;;;;;;;;;x
buddhist.18.desc;Monasteries are necessary to develop the intellectual and spiritual capabilities of Buddhist monks and nuns. I have located a good site for a new monastery. Soon, this place will be filled with the chanting and reciting of prayers!;Les monastères sont nécessaires pour développer les capacités intellectuelles et spirituelles des moines et des religieuses bouddhistes. J'ai trouvé un bon site pour un nouveau monastère. Bientôt, ce lieu sera rempli avec le chant et la récitation des prières !;;;;;;;;;;;;x
buddhist.18.a;Until then, we must wait.;Jusqu'à ce jour, nous devons attendre.;;;;;;;;;;;;x
buddhist.19.tooltip;Construction of the monastery begins;La construction du monastère commence;;;;;;;;;;;;x
buddhist.19.desc;My monastery has finally finished construction. Already, monks and nuns are taking residence within its walls, and they will be able to provide for the spiritual needs of the community.;La construction de mon monastère est finalement terminé. Déjà, les moines et les religieuses prennent leur résidence dans les murs, et ils pourront répondre aux besoins spirituels de la communauté.;;;;;;;;;;;;x
buddhist.19.a;I certainly gained a lot of karmic merit for this, too.;J'ai également gagné beaucoup de mérite karma pour cela.;;;;;;;;;;;;x
#Nicknames ;;;;;;;;;;;;;;x
nick_the_animal_protector;the Animal Protector;le Protecteur des animaux;;;;;;;;;;;;x
nick_the_awakened;the Awakened;l'Éveillé;;;;;;;;;;;;x
nick_the_realized;the Realized;le Réalisé;;;;;;;;;;;;x
nick_the_deluded;the Deluded;l'Illusionné;;;;;;;;;;;;x
nick_the_ever_craving;the Ever-Craving;le Toujours-Envie;;;;;;;;;;;;x
nick_the_anger_filled;the Anger-Filled;le Rempli de colère;;;;;;;;;;;;x
nick_the_sage;the Sage;le Sage;;;;;;;;;;;;x
#Vegetarianism ;;;;;;;;;;;;;;x
vegetarian;Vegetarian;Végétarien;;;;;;;;;;;;x
vegetarian_desc;Due to his or her moral beliefs, this character refrains from eating meats of any sort, be it beef, pork, chicken, fish, and so on.;En raison de ses croyances morales, ce personnage s'abstient de manger de la viande de toute sorte, qu'il s'agisse de bœuf, de porc, de poulet, de poisson, etc.;;;;;;;;;;;;x
become_a_vegetarian;Become a Vegetarian;Devenir végétarien;;;;;;;;;;;;x
become_a_vegetarian_desc;Perhaps it is time to refrain from eating meat and gain great merit.;Peut-être est-il temps de s'abstenir de manger de la viande et d'obtenir un grand mérite.;;;;;;;;;;;;x
vegetarian.1.desc;We are taught by [Root.Religion.GetRandomGodName] to be compassionate and to love all sentient beings, yet I eat meat every day. Can I truly call myself a true follower of the [Root.Religion.GetName] faith if I continue to participate in this wanton murder of innocent animals? Starting now, I will refrain from eating meat, and become a vegetarian.;Nous enseignons à [Root.Religion.GetRandomGodName] d'être compatissant et d'aimer tous les êtres sensibles, mais je mange de la viande tous les jours. Puis-je vraiment être un véritable adepte de la foi [Root.Religion.GetName] si je continue de participer à ce meurtre impitoyable d'animaux innocents ? À partir de maintenant, je m'abstiendrai de manger de la viande et deviendrai végétarien.;;;;;;;;;;;;x
vegetarian.1.a;For all sentient beings!;Pour tous les êtres vivants !;;;;;;;;;;;;x
vegetarian.2.desc;I am no longer a follower of a faith that advocates a vegetarian diet. My public practice of vegetarianism is thus no longer necessary.;Je ne suis plus un adepte d'une foi qui préconise un régime végétarien. Ma pratique publique du végétarisme n'est donc plus nécessaire.;;;;;;;;;;;;x
vegetarian.2.a;So be it.;Ainsi soit-il.;;;;;;;;;;;;x
vegetarian.3.desc;All monks must vow to abstain from eating meat.;Tous les moines doivent s'engager à s'abstenir de manger de la viande.;;;;;;;;;;;;x
vegetarian.3.a;So be it.;Ainsi soit-il.;;;;;;;;;;;;x
vegetarian.3.b;My sect or culture doesn’t require vegetarianism, but I’ll do it anyways.;Ma secte ou culture ne nécessite pas de végétarisme, mais je le ferai quand même.;;;;;;;;;;;;x
vegetarian.3.c;My sect or culture doesn’t require vegetarianism, and I won’t do it.;Ma secte ou culture ne nécessite pas de végétarisme et je ne le ferai pas.;;;;;;;;;;;;x
vegetarian.4.desc;Oddly enough, becoming a vegetarian was very easy for me. I don’t feel any attachment to meat at all.;Curieusement, devenir végétarien était très facile pour moi. Je ne ressens aucun attachement à la viande.;;;;;;;;;;;;x
vegetarian.4.a;Maybe I was a vegetarian in my past life.;Peut-être que j'étais végétarien dans ma vie passée.;;;;;;;;;;;;x
vegetarian.5.desc;Having a vegetarian diet isn’t the easiest thing. The temptation to eat meat is still strong, but I must continue practicing loving-kindness and compassion to all sentient beings.;Avoir un régime végétarien n'est pas la chose la plus simple. La tentation de manger de la viande est encore forte, mais je dois continuer à pratiquer la gentillesse et la compassion envers tous les êtres.;;;;;;;;;;;;x
vegetarian.5.a;I will endure.;Je survivrai.;;;;;;;;;;;;x
vegetarian.6.desc;Being a vegetarian is more difficult than I expected. It’s so hard trying to resist the temptation to meat!;Être végétarien est plus difficile que prévu. Il est si difficile d'essayer de résister à la tentation de viande !;;;;;;;;;;;;x
vegetarian.6.a;I don’t know how I’ll persevere, but I must.;Je ne sais pas comment je vais persévérer, mais je dois le faire.;;;;;;;;;;;;x
vegetarian.7.desc;I can’t take it anymore. Despite the karmic rewards, being vegetarian is too difficult - my attachment to meat is too great. There is no way I can avoid eating meat…;Je ne peux plus le prendre. Malgré les récompenses karmiques, être végétarien est trop difficile - mon attachement à la viande est trop bonne. Il n'y a aucun moyen pour éviter de manger de la viande ...;;;;;;;;;;;;x
vegetarian.7.a;It’s time to eat normally again.;Il est temps de manger normalement à nouveau.;;;;;;;;;;;;x
vegetarian.7.b;I must resist! I can resist!;Je dois résister ! Je peux résister !;;;;;;;;;;;;x
vegetarian.8.desc;Being vegetarian isn’t so bad, at least sometimes. Other times it’s hard to resist meat.;Être végétarien n'est pas si mauvais. Des fois, il est difficile de résister à la viande.;;;;;;;;;;;;x
vegetarian.8.a;That’s how samsara is.;C'est comme ça que Samsara est.;;;;;;;;;;;;x
vegetarian.9.desc;One of your courtiers is tempting you with meat. “[Root.GetTitledFirstName], you may be vegetarian, what’s the harm in eating meat once in a while? Just a taste, for fun. You can always say some prayers later to make up for it.”;Un de vos courtisans vous tente de manger. "[Root.GetTitledFirstName], vous êtes peut-être végétarien, quel est le mal à manger de la viande de temps en temps ? Juste un morceau, pour le plaisir. Vous pouvez toujours faire quelques prières pour compenser cela.";;;;;;;;;;;;x
vegetarian.9.a;Right! I’ll just have a few bites of that…;Bien ! Je vais juste avoir quelques bouchées de ça ...;;;;;;;;;;;;x
vegetarian.9.b;No! I vowed to practice loving-kindness and compassion!;Non ! J'ai promis de pratiquer la bonté et la compassion !;;;;;;;;;;;;x
vegetarian.10.desc;My desire for meat is overwhelming me. I am a [Root.GetTitle], after all… no one would object if I ate a little bit of meat, and I know the perfect way to get some without attracting too much attention…;Mon désir de viande me dépasse. Je suis un [Root.GetTitle], après tout ... Personne ne s'opposerait si je mange un peu de viande, et je connais la façon idéale d'en obtenir sans attirer trop l'attention ...;;;;;;;;;;;;x
vegetarian.10.a;It’s just one time… or a few…;C'est juste une fois ... ou une fois de temps en temps ...;;;;;;;;;;;;x
vegetarian.10.b;I will resist any such temptations!;Je résisterai à de telles tentations !;;;;;;;;;;;;x
vegetarian.11.desc;It seems the cook accidentally put some meat in my meal. I could ignore the meat… or I could just eat it.;On dirait que le cuisinier ait accidentellement mis de la viande dans mon repas. Je pourrais ignorer la viande ... ou je pourrais juste la manger.;;;;;;;;;;;;x
vegetarian.11.a;It’s the cook’s fault and not mine, I’ll eat meat this one time!;C'est la faute au cuisinier et pas de la mienne, je vais manger de la viande cette fois-ci !;;;;;;;;;;;;x
vegetarian.11.b;The cook already made it, so I’ll eat it reluctantly as to not waste food.;Le cuisinier l'a déjà fait, donc je vais la manger à contre-cœur pour ne pas gaspiller de la nourriture.;;;;;;;;;;;;x
vegetarian.11.c;Put the meat aside. I won’t be eating it.;Mettez la viande de côté. Je ne la mangerai pas.;;;;;;;;;;;;x
vegetarian.12.desc;I am beginning to get used to my vegetarian diet. I never knew it was possible to eat a variety of foods without meat! Salty, sweet, spicy… all these flavors can still be experienced. Granted, things like beans are no substitute for real meat, but it’s not as bad as I initially thought.;Je commence à m'habituer à mon régime végétarien. Je ne savais jamais qu'il était possible de manger une variété d'aliments sans viande ! Salés, sucrés, épicés ... tous ces arômes peuvent encore être vécus. Certes, certaines choses comme les haricots ne remplacent pas la vraie viande, mais ce n'est pas aussi mauvais que prévu.;;;;;;;;;;;;x
vegetarian.12.a;I’m strong to the finish, because I eat my vegetables.;Je suis fort car je mange des légumes.;;;;;;;;;;;;x
vegetarian.13.desc;Recently one of the local holy men gave a lecture on various topics to the nobles of my court. He said that my dedication to a vegetarian diet showed my devotion to the Dharma, and urged my courtiers to follow in my footsteps.;Récemment, un des hommes saints locaux a donné une conférence sur divers sujets aux nobles de ma cour. Il a dit que mon dévouement à un régime végétarien montrait mon dévouement envers Dharma et pousse mes courtisans à suivre mes pas.;;;;;;;;;;;;x
vegetarian.13.a;It’s good to hear someone approves!;C'est bon d'entendre quelqu'un approuver !;;;;;;;;;;;;x
vegetarian.13.b;I’ve done nothing great. I only wish others to be kind to all.;Je n'ai rien fait d'extraordinaire. Je souhaite seulement que les autres soient gentils.;;;;;;;;;;;;x
vegetarian.14.desc;Now that I’m vegetarian, it saddens me when I think of the animals that are constantly slaughtered every day for food. Perhaps I should go into town, buy some of these animals and set them free. Practicing compassion doesn’t end with a vegetarian diet, after all.;Maintenant que je suis végétarien, cela m'attriste quand je pense aux animaux abattus constamment tous les jours pour manger. Peut-être que je devrais aller en ville, acheter certains de ces animaux et les libérer. Pratiquer la compassion ne se limite pas par un régime végétarien, après tout.;;;;;;;;;;;;x
vegetarian.14.a;Yes, I should do this.;Oui, je devrais le faire.;;;;;;;;;;;;x
vegetarian.14.b;No, I don’t have time for this.;Non, je n'ai pas le temps.;;;;;;;;;;;;x
vegetarian.15.desc;It’s difficult explaining to some why I’m a vegetarian. “Don’t you miss the taste of meat?” or “Can’t you show your religious devotion through some other means?” some might ask. Today, however, I’ve managed to convince one of my courtiers that the merits of vegetarianism are worth it.;C'est difficile à expliquer pourquoi je suis végétarien. "Le goût de la viande ne vous manque-t-elle pas ?" Ou "Ne pouvez-vous pas montrer votre dévouement religieux par d'autres moyens ?", Pourrait-on demander. Aujourd'hui, cependant, j'ai réussi à convaincre un de mes courtisans que les mérites du végétarisme en vaut la peine.;;;;;;;;;;;;x
vegetarian.15.a;It’s good to have another vegetarian around!;C'est bon d'avoir un autre végétarien !;;;;;;;;;;;;x
vegetarian.16.desc;My loyal subordinates fear that my vegetarian diet will leave me malnourished and frail, unable to perform my duties and manage my responsibilities.;Mes subordonnés loyaux craignent que mon régime végétarien me fasse tomber malade, et que je ne sois incapable d'exercer mes fonctions et de gérer mes responsabilités.;;;;;;;;;;;;x
vegetarian.16.a;They do have a point… but what can I do?;Ils marquent un point ... mais que puis-je faire ?;;;;;;;;;;;;x
vegetarian.16.b;Ha! Haven’t they seen the healthy monks in the temples?;Ha ! N'ont-ils pas vu les moines aux temples ?;;;;;;;;;;;;x
vegetarian.17.desc;I have been experimenting with my vegetarian diet lately, but it seems the cook and I have miscalculated the sort of foods that would nourish me. I’m suddenly feeling very fatigued - it seems like this combination of foods isn’t very good at all!;J'ai récemment expérimenté mon régime végétarien, mais il semble que le cuisinier et moi avons mal calculé le genre d'aliments qui me nourrirait. Je suis soudainement très fatigué - on dirait que cette combinaison de nourriture n'est pas très bonne !;;;;;;;;;;;;x
vegetarian.17.a;If only I could eat meat again, this would be so much easier...;Si seulement je pouvais manger de la viande à nouveau, cela serait tellement plus facile ...;;;;;;;;;;;;x
vegetarian.17.b;Looks like we’ll have to go back to the previous diet.;On dirait qu'on va devoir revenir au régime précédent.;;;;;;;;;;;;x
vegetarian.18.desc;“Look at you meat-eaters! You’re no different from murderers!” you proudly proclaim to your courtiers, in another attempt to convince them of the merits of vegetarianism. “You’re all hypocrites, claiming to practice compassion and follow the Dharma while you continue to endorse the murder of innocents!”;"Regardez-vous des mangeurs de viande ! Vous n'êtes pas différent des meurtriers !" proclamez-vous fièrement à vos courtisans, dans une autre tentative de les convaincre des mérites du végétarisme. "Vous êtes tous des hypocrites, prétendant pratiquer la compassion et suivre Dharma pendant que vous continuez à endosser le meurtre d'innocents !";;;;;;;;;;;;x
vegetarian.18.a;That should teach them.;Ça devrait leur apprendre.;;;;;;;;;;;;x
vegetarian.18.b;Maybe I was too harsh, and should apologize.;Peut-être que j'étais trop sévère et je devais m'excuser.;;;;;;;;;;;;x
vegetarian.19.desc;You didn’t notice it at first, but one of your more mischievous courtiers put some meat in your meal, and you consumed it by accident! That fool must be punished somehow.;Vous ne l'avez pas remarqué au début, mais un de vos courtisans plus malicieux a mis de la viande dans votre repas et vous l'avez consommé par accident ! Ce fou doit être puni de quelque façon.;;;;;;;;;;;;x
vegetarian.19.a;Why should I be bothered?;Pourquoi devrais-je être dérangé ?;;;;;;;;;;;;x
vegetarian.19.b;Strongly condemn such actions.;Condamnez fermement de telles actions.;;;;;;;;;;;;x
vegetarian.19.c;A day in the stocks should do!;Une journée dans les magasins devrait suffire;;;;;;;;;;;;x
vegetarian.20.desc;“You are vegetarian?” the foreign dignitary looks, bewildered. He is currently visiting my court from a far-away land, and we happened to discuss my vegetarian diet. “But... you’re not that skinny!”;"Vous êtes végétarien ?", dit le dignitaire étranger en me regardant d'un air égaré. Il est actuellement en train de visiter ma cour, et nous avons parlé de mon régime végétarien. "Mais ... vous n'êtes pas si maigre !";;;;;;;;;;;;x
vegetarian.20.a;Some of the vegetarian monks are very obese, I assure you.;Certains des moines végétariens sont vraiment obèses, je vous l'assure.;;;;;;;;;;;;x
vegetarian.21.desc;Even though it’s for the good of all sentient beings, I’m starting to get sick of my vegetarian diet. It’s nothing but vegetables, fruits, and other bland things every day.;Même si c'est pour le bien de tous les êtres, je commence à être malade de mon alimentation végétarienne. Il n'y a pas que des légumes, des fruits et autres choses douces dans la vie.;;;;;;;;;;;;x
vegetarian.21.a;I feel like a peasant.;J'ai comme l'impression d'être un paysan.;;;;;;;;;;;;x
vegetarian.22.desc;My cook has to prepare meals not only for me, but everyone in my household and any guests who visit as well. I am aware that because of this, some of the vegetarian meals he prepares for me might be tainted with a bit of meat.;Mon cuisinier doit préparer des repas non seulement pour moi, mais tout le monde dans ma famille et tous les invités qui me rendent visite aussi. Je suis conscient que, à cause de cela, certains repas végétariens qu'il prépare pour moi pourraient être entachés d'un peu de viande.;;;;;;;;;;;;x
vegetarian.22.a;That is something I have to live with.;C'est quelque chose avec lequel je vais devoir vivre.;;;;;;;;;;;;x
vegetarian.22.b;I’ll force my cook to take extra precautions!;Je vais forcer mon cuisinier à prendre des précautions supplémentaires !;;;;;;;;;;;;x
vegetarian.23.desc;Would I ever passionately kiss someone who just ate meat?;Devrais-je embrassé passionnément quelqu'un qui vient de manger de la viande ?;;;;;;;;;;;;x
vegetarian.23.a;I wouldn’t kiss anyone at all to begin with.;Je ne voudrais pas embrasser quelqu'un pour commencer.;;;;;;;;;;;;x
vegetarian.23.b;Yes.;Oui.;;;;;;;;;;;;x
vegetarian.23.c;No.;Non.;;;;;;;;;;;;x
vegetarian.23.d;Only if they are really attractive.;Seulement s’ils sont vraiment attrayants.;;;;;;;;;;;;x
vegetarian.24.desc;While arguing with one of my courtiers about the merits of vegetarianism, my courtier tells me, “People will still continue to kill animals no matter what. Animals will still be butchered and eaten by thousands and millions of people. By refraining from meat, you’re only saving a few animals at most.”;En discutant avec un de mes courtisans au sujet des mérites du végétarisme, mon courtisan me dit : "Les gens vont continuer à tuer des animaux, peu importe ce qui arrive. Les animaux seront encore massacrés et mangés par des milliers et des millions de personnes. En s'abstenant de viande, vous économisez seulement quelques animaux en plus.";;;;;;;;;;;;x
vegetarian.24.a;Hmm… a good point. Would saving a few animals do anything?;Hmm ... Vous marquez un bon point. Est-ce que sauver quelques animaux en vaut la peine ?;;;;;;;;;;;;x
vegetarian.24.b;Even if I only save a few animals, that’s better than nothing.;Même si je sauvegarde seulement quelques animaux, c'est mieux que rien.;;;;;;;;;;;;x
vegetarian.25.desc;xxxxx;xxxxx;;;;;;;;;;;;x
vegetarian.25.a;xxxxx;xxxxx;;;;;;;;;;;;x
#Choosing Buddhist Sects ;;;;;;;;;;;;;;x
pure_land_supporter;Patron of Pure Land;Patron de la terre pure;;;;;;;;;;;;x
pure_land_supporter_desc;This Buddhist lord supports the Pure Land sect of Mahayana Buddhism.;Ce seigneur bouddhiste soutient la secte de la Terre Pure du Bouddhisme Mahayana.;;;;;;;;;;;;x
lotus_school_supporter;Patron of the Lotus School;Patron de l'École du Lotus;;;;;;;;;;;;x
