israel.100.desc;For many years I have ruled over Israel, but always stuck inside the confines of holy Jerusalem, I have found that I know very little of the rest of my realm, particularly the countryside. Today, I decided to take some trusted courtiers and travel north, where the weather might be better.;Pendant de nombreuses années, j'ai régné sur Israël, mais toujours coincé à l'intérieur des limites de la sainte Jérusalem, j'ai constaté que je ne connais pas grand-chose du reste de mon royaume, en particulier la campagne. Aujourd'hui, j'ai décidé d'emmener des courtisans de confiance et de voyager vers le nord, où le temps pourrait être plus clément.;;;;;;;;;;x
israel.100.a;I will travel north towards the Galilee!;Je partirai vers le nord en direction de la Galilée !;;;;;;;;;;x
israel.100.tooltip;You travel north to survey your realm.;Vous voyagez vers le nord pour explorer votre royaume.;;;;;;;;;;x
israel.101.desc;The north of Israel is beautiful. Unlike the dry and flat center, I've seen forests and orchards, valleys and mountains... truly, I must come here more often. While travelling through the hills of the Galilee, we stumbled upon a village and I proposed that we visit it for refreshment, but our guide advises that it is not a Jewish village, so we may be ill received.;Le nord d'Israël est magnifique. Contrairement au centre sec et plat, j'ai vu des forêts et des vergers, des vallées et des montagnes... vraiment, je dois venir ici plus souvent. En voyageant à travers les collines de la Galilée, nous sommes tombés sur un village et j'ai proposé que nous le visitions pour nous rafraîchir, mais notre guide conseille que ce n'est pas un village juif, donc nous pouvons être mal reçu.;;;;;;;;;;x
israel.101.a;Nonsense, I am sure they will receive me well.;Sottises, je suis sûr qu'ils me recevront bien.;;;;;;;;;;x
israel.101.b;Yes, that sounds prudent. Let us go back.;Oui, ça semble prudent. Revenons en arrière.;;;;;;;;;;x
israel.101.tooltip;You descend upon the village to meet its people.;Vous vous dirigez vers le village pour rencontrer sa population.;;;;;;;;;;x
israel.102.name;A village in the Galilee;Un village en Galilée;;;;;;;;;;x
israel.102.desc;The village is peaceful and quiet, and it seems the peasants devote themselves to dairy farming, judging by all the cows. As my entourage arrives, I can see that some of my companions feel unease with entering a non-Jewish location, a feeling shared by the first villagers to see us. It seems we are likely the first nobility to come here in many years. As I reach the town center, an old man approaches the entourage and is quick to welcomes me to the village. After some initial pleasantries, he invites me inside for a chat. The invitations draws some sneers from those who came with me..;Le village est paisible et tranquille, et il semble que les paysans se consacrent à la production laitière, à en juger par toutes les vaches. Lorsque mon entourage arrive, je vois que certains de mes compagnons se sentent mal à l'aise d'entrer dans un lieu non juif, un sentiment partagé par les premiers villageois qui nous voit. Il semble que nous soyons probablement la première noblesse à venir ici depuis de nombreuses années. Quand j'arrive au centre ville, un vieil homme s'approche de l'entourage et me souhaite la bienvenue au village. Après quelques plaisanteries initiales, il m'invite à l'intérieur pour une conversation. La convocation attirent quelques ricanements de ceux qui sont venus avec moi...;;;;;;;;;;x
israel.102.a;Of course, I am always ready to talk to my subjects.;Bien sûr, je suis toujours prêt à parler avec mes sujets.;;;;;;;;;;x
israel.102.b;Actually, get some water so we can get going.;En fait, allez chercher de l'eau pour qu'on puisse y aller.;;;;;;;;;;x
israel.102.tooltip;You and the old man exchange words.;Vous et le vieux échangez quelques mots.;;;;;;;;;;x
israel.103.name;The Arameans of Israel;Les Araméens d'Israël;;;;;;;;;;x
israel.103.desc;In an interesting twist of fate, it seems I stumbled upon one of the largest Aramean communities in the Levant, or so this man, the elder of this village, claims. He tells me of their ancient culture, which goes back to even before ancient Judea, but seems somewhat bitter at how low his people have sunk since the days of David and Solomon. According to him, for centuries their overlords have imposed their way of life on the Arameans, and in recent years, many of the Aramean youth have turned their backs to their roots and assimilated. It is clear that this Aramean community is dwindling perilously close to extinction, and although he remains polite, it is clear my host does not believe the rebirth of Israel will alleviate their plight.;Dans une tournure intéressante du destin, il semble que j'ai trébuché sur l'une des plus grandes communautés araméennes du Levant, revendique l'homme, l'aîné de ce village. Il me parle de leur ancienne culture, qui remonte à bien avant la Judée antique, mais qui semble quelque peu amère à la façon dont son peuple a sombré depuis l'époque de David et Salomon. Selon lui, pendant des siècles, leurs seigneurs ont imposé leur mode de vie aux Araméens, et ces dernières années, beaucoup de jeunes Araméens ont tourné le dos à leurs racines et se sont assimilés. Il est clair que cette communauté araméenne est en voie de disparition, et bien qu'il reste poli, il est clair que mon hôte ne croit pas que la renaissance d'Israël allégera leur situation.;;;;;;;;;;x
israel.103.a;It seems our stories are not very different...;Il semblerait que nos histoires ne soient pas très différentes...;;;;;;;;;;x
israel.103.b;All stories come to an end, and so will the Arameans.;Toutes les histoires prennent fin, et les Araméens aussi.;;;;;;;;;;x
israel.103.tooltip;The Aramean story gives you much to think about.;L'histoire araméenne vous donne beaucoup à réfléchir.;;;;;;;;;;x
israel.104.name;The Arameans of Israel;Les Araméens d'Israël;;;;;;;;;;x
israel.104.desc;To celebrate our historical visit, the town quickly arranges a modest but well intentioned feast of cheese, bread, honey and some wine. I notice that while some of my courtiers interact with the locals and enjoy the food, another group has chosen not to partake in the festivities, clearly bothered by our presence in this Aramean village. Still, the story of the Arameans and their plight has stuck in my mind. Our two ancient cultures have much in common, from our history to our goals, so maybe we should stand together. I could use this opportunity to declare the Arameans to be our equals and brothers, but I am sure there will be those among my court and my vassals who will be enraged by this decision..;Pour célébrer notre visite historique, le village organise rapidement une fête modeste mais bien intentionnée avec du fromage, du pain, du miel et du vin. Je remarque que si certains de mes courtisans interagissent avec les locaux et apprécient la nourriture, un autre groupe a choisi de ne pas participer aux festivités, manifestement dérangé par notre présence dans ce village araméen. Pourtant, l'histoire des Araméens et de leur détresse est restée gravée dans ma mémoire. Nos deux anciennes cultures ont beaucoup en commun, de notre histoire à nos buts, alors peut-être devrions-nous rester unis. Je pourrais profiter de cette occasion pour déclarer que les Araméens sont nos égaux et frères, mais je suis sûr qu'il y aura parmi ma cour et mes vassaux des gens qui seront enragés par cette décision ?;;;;;;;;;;x
israel.104.a;The Arameans are our brothers, let us stand togheter.;Les Araméens sont nos frères, restons ensemble.;;;;;;;;;;x
israel.104.b;The Arameans are our brothers, let us stand togheter.;Les Araméens sont nos frères, restons ensemble.;;;;;;;;;;x
israel.104.c;This is a terrible idea.;C'est une mauvaise idée.;;;;;;;;;;x
israel.104.tooltip;You declare your support to the Aramean minority;Vous déclarez votre soutien à la minorité araméenne;;;;;;;;;;x
israel.105.desc;As word of the events in the Aramean village spread across the realm, many of my vassals have denounced my decision and refused to recognize it. This will be an uphill battle.;Comme la nouvelle des événements dans le village araméen se répandit à travers le royaume, beaucoup de mes vassaux ont dénoncé ma décision et ont refusé de la reconnaître. Ça sera une bataille difficile.;;;;;;;;;;x
israel.105.a;My choice is made.;Mon choix est fait.;;;;;;;;;;x
israel.106.desc;As the new sovereign and authority in Israel, it falls upon me to determine whether or not I will uphold the laws of my predecessor, one of which is the protection extended to the Arameans of the Galilee. There are those at court who think this should not be an issue, but many who hope I cease this chance to end this policy.;En tant que nouveau souverain et nouvelle autorité en Israël, il m'appartient de déterminer si je maintiendrai ou non les lois de mon prédécesseur, dont l'une est la protection accordée aux Araméens de Galilée. Il y a des gens à la cour qui pensent que cela ne devrait pas être un problème, mais beaucoup espèrent que je saisirais cette chance de mettre fin à cette politique.;;;;;;;;;;x
israel.106.a;The Arameans remain under our protection.;Les Araméens restent sous notre protection.;;;;;;;;;;x
israel.106.b;The Arameans are on their own from now on.;Les Araméens sont désormais seuls.;;;;;;;;;;x
israel.107.name;Our brothers, the Arameans?;Nos frères, les Araméens ?;;;;;;;;;;x
israel.107.desc;For many years the Aramean communities of the Galilee have thrived under our rule. Their prowess in education is rivalled only by our Jewish yeshivas, and many of their brightest have distinguished themselves right here, on these halls, tirelessly working for the betterment of Israel. From the day Israel extended its protection to the Aramean people, they have shown unwavering commitment to our shared realm, but still they are not fully equals, as every time a new King rises to the Throne of David, the Aramean’s in the Galilee shiver and wonder if the new King will reaffirm his commitment to their plight. The Arameans have proven themselves, so maybe it is time we respond in kind and turn our friendship into an unbreakable law, all naysayers be damned.;Pendant de nombreuses années, les communautés araméennes de Galilée ont prospéré sous notre règne. Leurs prouesses dans le domaine de l'éducation ne sont rivalisées que par nos Yeshivas juifs, et beaucoup d'entre eux les plus brillants sont ici-même, dans ces salles, travaillant inlassablement pour le bien d'Israël. Depuis le jour où Israël a étendu sa protection au peuple araméen, ils ont montré un engagement inébranlable envers notre royaume commun, mais ils ne sont toujours pas tout à fait égaux, car à chaque fois qu'un nouveau Roi s'élève sur le trône de David, les Araméens en Galilée frissonnent et se demandent si le nouveau Roi va réaffirmer son engagement dans leur détresse. Les Araméens ont fait leurs preuves, alors il est peut-être temps que nous réagissions en nature et que notre amitié devienne une loi inviolable, que tous les opposants soient damnés.;;;;;;;;;;x
israel.107.a;It shall be done, we stand toghter, forever.;Ça sera fait, nous restons ensemble pour toujours.;;;;;;;;;;x
israel.107.b;This is not wise.;Ce n'est pas sage.;;;;;;;;;;x
israel.108.desc;The Aramean communities in the Galilee sent me a bright man to help me manage the realm, with a promise of friendship and commitment to the protection of Israel.;Les communautés araméennes de Galilée m'ont envoyé un homme brillant pour m'aider à gérer le royaume, avec une promesse d'amitié et d'engagement pour la protection d'Israël.;;;;;;;;;;x
israel.108.a;Welcome! We need all the bright minds we can get.;Bienvenue! Nous avons besoin de tous les esprits brillants.;;;;;;;;;;x
israel.108.b;Actually, I have enough administrators.;En fait, j'ai assez d'administrateurs.;;;;;;;;;;x
viet_opinion_welcome_minority;Accepted Aramean hospitality;Hospitalité araméenne acceptée;;;;;;;;;;x
viet_opinion_talk_minority;Talked with Aramean elder;J'ai parlé avec un aîné araméen;;;;;;;;;;x
viet_opinion_compare_minority;Agreed to Aramean comparison to Jews;Accepte la comparaison Araméenne avec les Juifs;;;;;;;;;;x
viet_opinion_dismiss_minority;Did not accept Aramean comparison to Jews;N'a pas accepté la comparaison Araméenne avec les Juifs;;;;;;;;;;x
viet_opinion_accepted_arameans_first;Extended protection to the Arameans;Protection étendue aux Araméens;;;;;;;;;;x
viet_opinion_refused_arameans;Concentrated in protecting the Jewish people;Concentré dans la protection du peuple juif;;;;;;;;;;x
viet_opinion_accepted_arameans_again;Re-affirmed protection of Arameans;Réaffirmation de la protection des Araméens;;;;;;;;;;x
opinion_betrayed_arameans;Betrayed the Aramean people;A trahi le peuple Araméen;;;;;;;;;;x
viet_opinion_accepted_arameans_final;Turned protection to the Arameans into law!;La protection des Araméens est devenue loi !;;;;;;;;;;x
MUSTHEBREW;Must be ethnically Hebrew /n;Doit être de souche hébraïque /n;;;;;;;;;;x